address,name,body_size,prior_level,verdict,verdict_tag,port_location,evidence,source,audit_date
004340c0,UpdateActorSteeringBias,538,5,FAITHFUL,,td5_ai.c:1884,"orig 0x4340C0 nested cascade L<0x800/R<0x401 with rate cap iVar2=0xC0000/...+0x40 and clamp iVar3=0x1800000/...+0x100; port byte-faithful per [CONFIRMED] tag",AGENT,2026-05-24
004342e0,RefreshActorTrackProgressOffset,109,5,INTENTIONAL,SEED_ROUTE_BYTE_FIX,td5_ai.c:2974,"port reads route_table[0] vs orig route_table[span_norm*3]; matches orig spawn-time behavior (span_norm=0); Frida-confirmed fix for sign-flipped bias on Moscow",AGENT,2026-05-24
00434350,InitializeActorTrackPose,567,5,FAITHFUL,,td5_game.c:1662,"orig 0x00434350 spawn-routine port-split: geometry/angle in td5_track_compute_heading (td5_track.c:3710), seed in td5_ai_seed_actor_track_progress_offset; all 7-case jump table + AngleFromVector12 +0x800<<8 mirrored",AGENT,2026-05-24
004345b0,ComputeTrackSpanProgress,186,5,FAITHFUL,,td5_track.c:4387,"orig 0x4345B0 right_vertex_index base + k_target_vertex_offsets col1 + FILD/FSQRT/__ftol normalization; port uses sqrt(double) for 80-bit FPU parity per [CONFIRMED] tag",AGENT,2026-05-24
00434670,ComputeSignedTrackOffset,200,5,FAITHFUL,,td5_track.c:4454,"orig 0x434670 same vertex pair as span_progress + signed >>8 rounding + sqrt-mag; port uses double precision to match orig FPU 80-bit truncation; sign from progress<route_byte compare",AGENT,2026-05-24
00434740,ComputeRouteForwardOvershootScalar,189,3,NOT_PORTED,DEAD_CODE,td5_track.c:6511,"orig 0x434740 dead-code: sole caller discards return + no side effects (pure compute); port omits entirely with documented L5-sweep verdict",AGENT,2026-05-24
00434800,SampleTrackTargetPoint,251,5,FAITHFUL,,td5_track.c:4515,"port td5_track_sample_target_point mirrors 2-vertex interpolation route_byte * (right-left) + left*0x100 + perpendicular lateral_bias via 4096/sqrt tangent — byte-faithful",AGENT,2026-05-24
00434900,UpdateActorTrackOffsetBias,407,5,INTENTIONAL,SOLO_PEER_BIAS_EMULATION+PHANTOM_PEER_GATED,td5_ai.c:2803,"port adds phantom-peer setup + v1 solo bias-emulation push cycle on no-peer path (gated by solo_mode_synth/PhantomPeer ini); orig peer/no-peer logic faithful",AGENT,2026-05-24
00434aa0,UpdateActorRouteThresholdState,245,5,FAITHFUL,,td5_ai.c:2089,"port td5_ai_update_route_threshold mirrors slot-9 early-exit + threshold==0 emergency-brake + scaled (threshold*0x400)/0xFF gate + fallback writes; doc'd KEEP NULL guard for menu paths",AGENT,2026-05-24
00434ba0,UpdateSpecialEncounterControl,499,5,FAITHFUL,,td5_ai.c:5765,"port td5_ai_update_encounter_control mirrors block1/block2 yaw-delta (((diff-0x800)&0xFFF)-0x800)&0xFFF + 0x400/0xC00 alignment-band teardown; DAT_004b05c4 omitted (write-only dead var doc'd)",AGENT,2026-05-24
00434da0,UpdateSpecialTrafficEncounter,563,5,FAITHFUL,,td5_ai.c:5476,"orig 0x00434DA0 ported as td5_ai_update_special_encounter; prologue+spawn+active-monitor address-anchored byte-faithful incl. lane_byte*3 stride, 0x40 teardown, cooldown=300, ENC_WANTED_MODE audio gate",AGENT,2026-05-24
00434fe0,UpdateActorTrackBehavior,972,5,INTENTIONAL,SOLO_PEER_BIAS_EMULATION,td5_ai.c:3462,"orig 0x00434FE0 ported as td5_ai_update_track_behavior; recovery-script set narrowed to 2 fields per pool9 D1 audit; adaptive_lookahead slot 0 solo-mode guard added; SINGLE_RACE gate + 800<uVar3<0xCE0 constants verbatim",AGENT,2026-05-24
004353b0,RecycleTrafficActorFromQueue,1352,5,FAITHFUL,,td5_ai.c:4228,"orig 0x004353B0 ported as td5_ai_recycle_traffic_actor; 10-step listing translation address-anchored; heading dispatch collapsed into td5_track_compute_heading (arch-equivalent); slot-9 protection + best_dist<=0x28 + 0xFC polarity match",AGENT,2026-05-24
00435940,InitializeTrafficActorsFromQueue,887,5,FAITHFUL,,td5_ai.c:4629,"orig 0x00435940 ported as td5_ai_init_traffic_actors; racer_cap=min(N,12) gate + NORMAL/REMAP branches byte-faithful; 3 documented arch-divergences (D1 remap-miss sentinel, D2 bookkeeping mirror, D3 polarity macro) equivalence-preserving",AGENT,2026-05-24
00435ce0,ComputeActorTrackHeading,380,5,FAITHFUL,,td5_ai.c:4853,"orig 0x00435CE0 only callee from InitializeTrafficActorsFromQueue; port inlines the case-1/2/5, 3/4, 6/7 switch + quadrant-fold inside REMAP branch of td5_ai_init_traffic_actors; ai_angle_from_vector mirrors AngleFromVector12 full-circle dispatch",AGENT,2026-05-24
0043cdc0,AdvanceWorldBillboardAnimations,20,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:4984,"orig walks 0x4bf218 pool stepping 0x22c per entry adding 0x10; port collapses to single s_billboard_anim_phase+=0x10 (ARCH-DIVERGENCE documented L5 2026-05-21 - pool struct deferred)",AGENT,2026-05-24
0043cde0,RenderTrackedActorMarker,1262,3,NOT_PORTED,D3D11_BACKEND,,"orig draws pulsing translucent world marker via BuildSpriteQuadTemplate + SubmitImmediateTranslucentPrimitive on tracked actor; port has no equivalent (listed in citation-sweep td5_physics.c:9840 but actually missing)",AGENT,2026-05-24
0043d2d0,InitializeWantedHudOverlays,518,5,INTENTIONAL,D3D11_BACKEND,td5_ai.c:1779,"orig allocates HUD quad templates via BuildSpriteQuadTemplate from DAMAGE/DAMAGEB1 archive entries; port mirrors only the gWantedDamageStateTable[6]=0x1000 init with g_wantedModeEnabled gate (HUD overlay drawing routed through generic td5_hud.c)",AGENT,2026-05-24
0043d4e0,UpdateWantedDamageIndicator,420,3,NOT_PORTED,D3D11_BACKEND,,"orig queues two translucent HUD quads via QueueTranslucentPrimitiveBatch with gWantedDamageStateTable[slot] scaling; port routes wanted-mode overlay through generic td5_hud.c keyed off g_wantedModeEnabled (ARCH-DIVERGENCE documented td5_ai.c:6216)",AGENT,2026-05-24
0043d690,AwardWantedDamageScore,295,5,OVERSIGHT,missing-gates-and-arrest-counter,td5_ai.c:447,"port missing: impact>9999 gate, g_wantedTargetTrackerActive gate, DAT_004bf518 gate, first-hit-vs-rehit branch (only decrements on re-hit of same cop), g_wantedArrestCounter++, +0x8260 timer increments (+10/+20/+50), 0x1000 upper clamp, rand-based g_wantedMessageIndex; port unconditionally decrements on every collision",AGENT,2026-05-24
0043da80,LoadRenderRotationMatrix,110,5,FAITHFUL,,td5_render.c:1309,"orig 0x43DA80 copies 9 floats param_1[0..8]→g_currentRenderTransform[0..8]; port td5_render_load_rotation does identical 9-float copy into s_render_transform.m; public LoadRenderRotationMatrix wrapper at :5526 mirrors for ConvertFloatVec3ToShortAngles path",AGENT,2026-05-24
0043daf0,PushRenderTransform,112,4,INTENTIONAL,ARCH_DIVERGENCE,td5_render.c:1361,"orig 0x43DAF0 copies 12 floats current→single backup slot _DAT_004c36c8..f4; port td5_render_push_transform uses N-deep stack (TRANSFORM_STACK_MAX) to support nested billboard rendering; depth-1 path byte-identical",AGENT,2026-05-24
0043db70,PopRenderTransform,175,4,INTENTIONAL,ARCH_DIVERGENCE,td5_render.c:1376,"orig 0x43DB70 restores 12 floats backup→current; port td5_render_pop_transform symmetric N-deep stack pop; depth-1 path byte-identical; underflow guard added with TD5_LOG_W",AGENT,2026-05-24
0043dc20,LoadRenderTranslation,40,4,INTENTIONAL,ARCH_DIVERGENCE,td5_render.c:1336,"orig 0x43DC20 literal 3-float copy from param_1+0x24..0x2c (caller pre-baked view-space translation); port absorbs the caller's pre-bake step (delta=pos-camera_pos; m[9..11]=camera_basis*delta) — all 12 known orig callers folded upstream composition",AGENT,2026-05-24
0043dc50,TransformVec3ByRenderMatrixFull,95,4,FAITHFUL,,td5_render.c:449,"orig 0x43DC50 3x3 row-major mul m[0..8] (no translation, dir vector); port mat3x3_transform_dir is byte-faithful (in[k]*m[row*3+k] sum, same FPU order); consolidates orig's duplicated 3x3-only helpers",AGENT,2026-05-24
004377b0,InitializeRaceOverlayResources,1004,4,INTENTIONAL,D3D11_BACKEND,td5_hud.c:1173,"orig 0x4377B0 HeapAllocTracked(0x1148) split at +0x894; race_mode-driven bitmask (bits 4|0x10|0x40|0x20|8 + conditional 1|2|0x80|0x100|0x200) byte-faithful in port; BuildSpriteQuadTemplate D3D3 scratch→hud_build_quad documented ARCH",AGENT,2026-05-24
00437ba0,InitializeRaceHudLayout,3327,4,INTENTIONAL,D3D11_BACKEND,td5_hud.c:1324,"orig 0x437BA0 scale_x=W*1/640 scale_y=H*1/480 viewport-mode 0/1/2 dispatch matches; atlas lookups numbers/SEMICOL/SPEEDO/SPEEDOFONT/GEARNUMBERS/UTURN/REPLAY in order; D3D3 centered-coord scratch→D3D11 pixel-space documented ARCH",AGENT,2026-05-24
004388a0,RenderRaceHudOverlays,3854,5,INTENTIONAL,D3D11_BACKEND,td5_hud.c:2003,"orig 0x4388A0 master per-frame HUD dispatcher; per-widget bit dispatch (0x01/0x02/0x04/0x10/0x40/0x80/0x100/0x200/0x80000000) byte-faithful; needle (rpm*0xA5A/maxRPM+0x400) MPH/KPH formulas match; D3D3 SubmitImmediateTranslucentPrimitive→D3D11 hud_submit_quad documented ARCH",AGENT,2026-05-24
004397b0,BuildRaceHudMetricDigits,914,5,INTENTIONAL,D3D11_BACKEND,td5_hud.c:1583,"orig 0x4397B0 switch-case 0-3 (pending_finish_timer hi-byte/FPS/odometer%%10000/byte-metric) matches port; 3-digit decompose at quad offsets +0x454/+0x50C/+0x5C4 byte-faithful; port-shape divergence: positions set inline (no layout-init step) is semantic-equivalent",AGENT,2026-05-24
00439b60,SetRaceHudIndicatorState,15,5,FAITHFUL,,td5_hud.c:1717,"orig 0x439B60 single-line write *(g_hudIndicatorState_PROVISIONAL + view*4) = value; port s_indicator_state[view_index] = value identical semantic",AGENT,2026-05-24
0043b7c0,InitializePauseMenuOverlayLayout,1957,4,INTENTIONAL,D3D11_BACKEND,td5_hud.c:3269,"orig BuildSpriteQuadTemplate (centered-coord D3D3 scratch ring) replaced by hud_build_quad (pixel-space D3D11 buffer) with explicit cx/cy offset; clamp/halfwidth/blackbox/selbox/slider/glyph geometry matches per L5 audit header",AGENT,2026-05-24
0043bf70,RunAudioOptionsOverlay,1097,5,INTENTIONAL,D3D11_BACKEND,td5_hud.c:993,"orig draws via SubmitImmediateTranslucentPrimitive + reads/writes g_cdAudioVolumeFraction via DXSound::CDSetVolume/SetVolume; port splits draw (td5_hud_update_pause_overlay) from input (td5_game.c:2607) and routes volumes through td5_save_* save layer + td5_sound_set_music/sfx_volume",AGENT,2026-05-24
0043c3c0,RequestIntroMovieShutdown,121,4,INTENTIONAL,FMV_STUB,td5_fmv.c:736,"orig tears down EA TGQ playback-control struct (DAT_004BCB90 0x1ED dwords) + IsStreamPlaying/StopStreamPlayback; port td5_fmv_shutdown releases IMFSourceReader/MFShutdown — ARCH-DIVERGENCE-FMV documented at td5_fmv.c:32",AGENT,2026-05-24
0043c440,PlayIntroMovie,1206,5,INTENTIONAL,FMV_STUB,td5_fmv.c:748,"orig EA TGQ engine (OpenAndStartMediaPlayback + IDCT_DAT/UVA_DATA PE sections + tagged message-pump loop) replaced wholesale by td5_fmv_play → fmv_play_with_source_reader (IMFSourceReader RGB32 decode) per td5_fmv.c:5-15 rationale",AGENT,2026-05-24
0043c9e0,InitializeTrackedActorMarkerBillboards,985,3,NOT_PORTED,,,"orig builds 6 BuildSpriteQuadTemplate billboards from PoliceLt_red/blue + Police_red/blue archive entries; port has no equivalent — td5_render.c:4975 confirms tracked-billboard pool struct is not yet ported (deferred animated-billboard feature); td5_physics.c:9839 listed as pending Phase 4 audit",AGENT,2026-05-24
00439b70,DrawRaceStatusText,747,4,FAITHFUL,,td5_hud.c:1756,"port td5_hud_draw_status_text mirrors orig: demo-mode/wanted-msg/TT-timer/best-lap branches preserved with timer=300/270 flash gate + MM:SS.HHH format; ARCH-DIVERGENCE struct-vs-offset access documented at :1745",AGENT,2026-05-24
00439e60,RenderHudRadialPulseOverlay,928,4,FAITHFUL,,td5_render.c:5923,"port td5_render_radial_pulse mirrors orig 5-petal pulse: phase*=4.2/3000 cap, alpha=phase*0.31875, radius=w*phase/160, anim+=3328*dt, 0x4300199a depth, vertex slot mapping documented",AGENT,2026-05-24
0043a210,ResetHudRadialPulseOverlay,10,5,NOT_PORTED,,,"orig sets _g_hudRadialPulsePhase=0 (re-enables pulse from start); port has td5_hud_radial_pulse_set() equivalent but no exposed reset stub — orig call site in BeginRaceFadeOutTransition is also stubbed (see td5_game.c:4374 comment)",AGENT,2026-05-24
0043a220,RenderTrackMinimapOverlay,3707,5,FAITHFUL,,td5_hud.c:2535,"port td5_hud_render_minimap mirrors orig walk: circuit-gate, clip rect, 16 bg tiles 0x4500 stride 0xB8, 48-segment loop with seg-end clamp, branch-quad delta, racer dots ±0x91 window, FP-to-float kFP=1/256",AGENT,2026-05-24
0043b0a0,InitializeMinimapLayout,1809,5,FAITHFUL,,td5_hud.c:3034,"port td5_hud_init_minimap_layout mirrors orig: width/height=scale*100, dot=scale*7, world_scale=scale/1024, scandots/semicol/scanback atlas loads, 16-tile 4x4 grid, segment-table build with branch-mirror append",AGENT,2026-05-24
00435e80,UpdateTrafficRoutePlan,2142,5,FAITHFUL,,td5_ai.c:5049,"port td5_ai_update_traffic_route_plan mirrors orig 7-stage FSM (recycle/heading/edge/normal/target/steer/yield); L5 audit acknowledges strict polarity branch & InitActorTrackSegmentPlacement target; minor stage-7 control-flow simplification",AGENT,2026-05-24
004366e0,UpdateActorTrackBounds,433,5,FAITHFUL,,td5_ai.c:586,"port td5_ai_update_actor_track_bounds matches orig: 4 probe ComputeTrackSpanProgress calls + min/max scan + 4 ComputeSignedTrackOffset writes to RS[0x10..0x13]; span_norm keyed route_byte read preserved",AGENT,2026-05-24
004368a0,ClassifyTrackOffsetClamp,453,5,FAITHFUL,,td5_ai.c:2250,"port td5_ai_classify_track_offset_clamp_v2 byte-faithful: primary vs secondary route, single walker apply, SampleTrackTargetPoint two-call clamp returning 0/1/2; matches orig 0x004368A0-0x00436A65",AGENT,2026-05-24
00436a70,UpdateRaceActors,1569,5,INTENTIONAL,REFACTOR_DISPATCH,td5_ai.c:6015,"port td5_ai_update_race_actors splits orig inline per-actor work into td5_ai_refresh_route_state + ai_update_single_racer/traffic helpers; D1/D2/D4 documented partial-port residuals; D3 closed via FWD_TRACK_COMP_SQRT",AGENT,2026-05-24
004370a0,AdvanceActorTrackScript,1758,5,INTENTIONAL,REVERSE_AWARE_RECOVERY,td5_ai.c:3073,"port td5_ai_advance_track_script mirrors orig prologue+flags+12-opcode switch; flag-0x10 reverse-aware extension (forward throttle when lspd<=-0x100) is documented intentional fix for solo PlayerIsAI cascade",AGENT,2026-05-24
0043f210,RenderTireTrackPool,522,5,INTENTIONAL,D3D11_BACKEND,td5_vfx.c:1679,"orig uses TransformVector3ByBasis/LoadRenderRotationMatrix/WriteTransformedShortVector/QueueTranslucentPrimitiveBatch into int16 vertex arrays; port projects via own focal+g_cameraBasis into VfxTireTrackSlot struct; ageing/fade/expire (300/600) constants + bit3 no-fade flag match",AGENT,2026-05-24
0043f420,UpdateFrontWheelSoundEffects,476,4,OVERSIGHT,REGR#6,td5_vfx.c:2442,"wheel anchor read at actor+0x298+w*0xc (hires) vs orig +0xf0+w*0xc (probe) — 1-tick lag; threshold 0x3A99 + excess gate 0x5000 + alpha 0x28 + width 0x1A + hard-surface halve all match",AGENT,2026-05-24
0043f600,UpdateRearWheelSoundEffects,479,4,OVERSIGHT,REGR#6,td5_vfx.c:2546,"wheel anchor +0x298+w*0xc vs orig +0xf0+w*0xc (REGR#6); threshold 0x2711 + excess>0x5000 + alpha 0x37 + hard-surface set {2,4,5,6,9} halve all match",AGENT,2026-05-24
0043f7e0,UpdateRearTireEffects,373,4,OVERSIGHT,REGR#6,td5_vfx.c:2233,"wheel anchor +0x298+w*0xc vs orig +0xf0+w*0xc (REGR#6); contact-bit gate + rand%50<slip/2 smoke + alpha 0x37 + slip>>2 intensity match; port adds vfx_tire_mark_spawn float-ring extension (no orig equivalent)",AGENT,2026-05-24
0043f960,UpdateFrontTireEffects,373,4,OVERSIGHT,REGR#6,td5_vfx.c:2335,"wheel anchor +0x298+w*0xc vs orig +0xf0+w*0xc (REGR#6); contact bit1 gate + rand%50<slip/2 smoke + alpha 0x37 + slip>>2 intensity match; port adds vfx_tire_mark_spawn extension (no orig equivalent)",AGENT,2026-05-24
0043e5f0,InitializeProjectedPrimitiveBuckets,75,3,INTENTIONAL,D3D11_BACKEND,td5_render.c:1137,"orig HeapAllocTracked 0x801f/0x41f/0x10000 raw scratch for DDraw vertex/index/bucket buffers; port uses static s_depth_buckets[] reset in td5_render_init per DepthSort ARCH-DIVERGENCE manifest at td5_render.c:6242",AGENT,2026-05-24
0043e640,SetProjectedClipRect,268,5,INTENTIONAL,D3D11_BACKEND,td5_render.c:5860,"orig clamps 4 floats to raw_clip bounds and caches clip_left/right/top/bottom + half_w/h in g_currentDrawCallVertexBuffer; port td5_render_set_clip_rect casts to int and pushes directly to D3D11 scissor (no raw-bounds staging)",AGENT,2026-05-24
0043e750,SetClipBounds,81,4,NOT_PORTED,D3D11_BACKEND,,"orig pairwise-mins 4 floats into raw_clip_x/y_min/max staging globals; no port analog per td5_hud.c:3484-3498 audit comment - D3D11 backend writes scissor rects directly without staging",AGENT,2026-05-24
0043e7b0,ComputeAverageDepth,36,5,FAITHFUL,,td5_render.c:3164,"orig writes (a+b+c)/3 to g_trackLightAmbientBaseline; port tl_set_depth writes (r+g+b)/3 to s_tl_ambient - same formula same semantics",AGENT,2026-05-24
0043e7e0,ConfigureProjectionForViewport,246,5,INTENTIONAL,D3D11_BACKEND,td5_render.c:2416,"orig writes g_projectionDepthBias=0x1000 + computes SQRT frustum half-plane normals + calls SetClipBounds/SetProjectedClipRect; port td5_render_configure_projection mirrors focal/frustum math, g_projectionDepthBias=0x1000 at file scope (line 2904), clip-rect folded into D3D11 viewport",AGENT,2026-05-24
0043dcb0,TransformAndQueueTranslucentMesh,173,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:1780,"orig 0x43DCB0 interleaves per-vertex 3x4 transform + QueueTranslucentPrimitiveBatch; port splits into td5_render_transform_mesh_vertices (1394) + td5_render_prepared_mesh (1780) per D3D pipeline split (ARCH-DIVERGENCE comment at line 1768)",AGENT,2026-05-24
0043dd60,TransformMeshVerticesToView,131,5,FAITHFUL,,td5_render.c:1394,"orig per-vertex 3x4 matrix*vec3+translation loop with view_xyz at +0x0C..+0x14 stride 0xB; port td5_render_transform_mesh_vertices matches math + stride 1:1",AGENT,2026-05-24
0043ddf0,ComputeMeshVertexLighting,195,5,FAITHFUL,,td5_render.c:1422,"orig 3-light directional dot accumulator + ambient + clamp[0x40,0xFF] stored at +0x18 (stride 0x2C); port td5_render_compute_vertex_lighting mirrors s_light_dirs[0..8] + s_ambient_intensity + clampi(MIN=0x40,MAX=0xFF)",AGENT,2026-05-24
0043dec0,ApplyMeshProjectionEffect,837,4,FAITHFUL,,td5_render.c:2935,"orig mode-1 (1/1500+0.5,1/750), mode-2 (cos/sin UV rot, 1/2048/1024/8192), mode-3 (sphere-map with normals + view-anchor + 16.0/depth_bias + 0.375/0.625/0.75) all matched; constants byte-faithful per inline comments",AGENT,2026-05-24
0043e210,SetProjectionEffectState,172,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:3768,"orig writes raw bytes into DAT_004BF520+slot*0x20; port collapses with ConfigureActorProjectionEffect+UpdateActorTrackLightState into typed s_proj_effect[] struct (ARCH-DIVERGENCE comment line 3752); mode 1/2/3 field mapping preserved; REGR#3 vector ambiguity resolved (linear_velocity matches orig)",AGENT,2026-05-24
004405b0,DecompressZipEntry,473,4,INTENTIONAL,ZLIB_REPLACE,td5_asset.c:989,"port reads full local header+compressed payload into memory and inflates via TD5_TINFL_DECOMPRESS (zlib when -DTD5_INFLATE_USE_ZLIB); orig streams via 64KB refill buffer + chunked inflate state. ZIP fields, method 0/8 split, CRC32 stored-check preserved",AGENT,2026-05-24
00440790,ReadArchiveEntry,207,5,FAITHFUL,,td5_asset.c:1267,"port td5_asset_read_entry_from_path mirrors orig loose-file-first (fopen entry name) then ZIP fallback via central-dir + decompress_entry; same calling convention and side-effects",AGENT,2026-05-24
00440860,OpenArchiveFileForRead,327,5,FAITHFUL,,td5_asset.c:1289,"port td5_asset_open_and_read mirrors orig loose-file-first fopen/ftell/malloc/read, else ZIP central-dir parse + malloc(uncomp_sz) + decompress; out_size populated like orig returned uncomp size",AGENT,2026-05-24
004409b0,GetArchiveEntrySize,115,5,FAITHFUL,,td5_asset.c:1246,"port td5_asset_get_entry_size_from_path mirrors orig: fopen+fseek(end)+ftell loose-file probe first, else ParseZipCentralDirectory equivalent via td5_asset_open_archive + get_entry_size",AGENT,2026-05-24
00440a30,UpdateVehicleLoopingAudioState,124,4,INTENTIONAL,M2DX_AUDIO,td5_sound.c:595,"cop-branch shape preserved (siren active/actor/fade_target writes + sky rotation); non-cop branch ARCH-DIVERGENCE acknowledged in port comment — orig DXSound::Status(slot*3+3) + skid-loop globals replaced by slot_is_playing + engine_state reset",AGENT,2026-05-24
0043e2c0,ResetProjectedPrimitiveWorkBuffer,36,3,INTENTIONAL,D3D11_BACKEND,td5_render.c:1138,"orig zeros 0x1000-entry bucket array + resets g_primitiveBucketWorkPtr/WriteOffset; port inlines reset into td5_render_init (loop sets s_depth_buckets[i]=-1 + s_depth_entry_count=0). ARCH-DIVERGENCE: DepthSort per render.c:6239",AGENT,2026-05-24
0043e2f0,FlushProjectedPrimitiveBuckets,188,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:2648,"orig walks 4096 linked-list buckets, dispatches per flag bit31/0x80000003/0x80000004 via SubmitProjectedPolygon+Triangle+Quad; port td5_render_flush_projected_buckets has identical bucket-walk + flag dispatch through clip_and_submit_polygon. ARCH-DIVERGENCE: DepthSort",AGENT,2026-05-24
0043e3b0,InsertBillboardIntoDepthSortBuckets,270,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:953,"orig iterates triangle_count (0x84 stride, type 3) + quad_count (0xb0 stride, type 4), computes z-avg bucket key XOR 0xFFF, links into gPrimitiveSortBucketArray; port dispatch_billboard does identical strides + bucket XOR via td5_render_queue_projected_entry. ARCH-DIVERGENCE: DepthSort",AGENT,2026-05-24
0043e4c0,InsertTriangleIntoDepthSortBuckets,143,3,INTENTIONAL,D3D11_BACKEND,td5_render.c:2630,"orig single-prim queue: z-avg of 3 view_z fields (off 0x1c/0x48/0x74) * _DAT_004749f0 + offset, bucket XOR 0xFFF, flag 0x80000003; port td5_render_queue_projected_entry is generic insert used by all caller dispatchers (e.g. line 1016 with flag 0x3). ARCH-DIVERGENCE: DepthSort",AGENT,2026-05-24
0043e550,QueueProjectedPrimitiveBucketEntry,149,4,INTENTIONAL,D3D11_BACKEND,td5_render.c:2630,"orig single-prim quad queue: z-avg of 4 view_z fields (off 0x1c/0x48/0x74/0xa0) * _DAT_004749f8, XOR 0xFFF, flag 0x80000004; port td5_render_queue_projected_entry generic insert called from dispatch_quad_direct (line 1054 with flag 0x4u). ARCH-DIVERGENCE: DepthSort",AGENT,2026-05-24
0043e8e0,SetProjectionCenterOffset,19,5,FAITHFUL,,td5_render.c:5873,"port writes cx/cy to s_center_x/s_center_y mirroring orig DAT_004c3710/14; trivial 2-store function byte-faithful",AGENT,2026-05-24
0043e900,RecomputeTracksideProjectionScale,136,5,FAITHFUL,,td5_render.c:5882,"port matches orig sqrt(w^2/4+depth^2) and h_len/v_len frustum-plane sin/cos formula; depth=focal*depthFovFactor*invScale equivalent to orig",AGENT,2026-05-24
0043eb50,UpdateTireTrackPool,1235,5,INTENTIONAL,D3D11_BACKEND,td5_vfx.c:1520,"port reimplements via VfxTireTrackSlot struct + descriptor table; realloc trigger (hash^angle12 & 0xFFFFFF80) and speedClass=clamp(|+0x314|>>15,1,3) preserved with Ghidra address citations",AGENT,2026-05-24
0043f030,AcquireTireTrackEmitter,471,4,INTENTIONAL,D3D11_BACKEND,td5_vfx.c:1418,"port uses struct-based pool + vfx_alloc_slot_index two-pass cursor scan; descriptor write order rearranged; wheel anchor source +0xf0 matches orig (REG-5 fix 2026-05-22)",AGENT,2026-05-24
0043e990,InitializeTireTrackPool,433,3,INTENTIONAL,D3D11_BACKEND,td5_vfx.c:417,"orig seeds 80 records with sprite-quad UV templates (0xfed4/300/800) for DDraw blit; port zeros struct memory since D3D11 backbuffer renders fresh each frame (no persistent quad pool)",AGENT,2026-05-24
00441d50,ReleaseRaceSoundChannels,52,4,INTENTIONAL,M2DX_AUDIO,td5_sound.c:346,"orig DXSound::Stop slots 0x2c-0x57 then DXSound::Remove 0x00-0x2b; port walks same ranges via slot_stop + td5_plat_audio_free (TD5_SOUND_DUP_OFFSET=0x2c)",AGENT,2026-05-24
00441d90,PlayVehicleSoundAtPosition,498,5,FAITHFUL,,td5_sound.c:1177,"port tagged [CONFIRMED @ 0x00441D90] byte-faithful; volume==0x1000 equality + lrintf for FPU RNE rounding match orig; doppler/attenuation formulas mirror orig",AGENT,2026-05-24
00441f90,BuildCubicSpline3D,250,4,FAITHFUL,,td5_camera.c:2487,"port tagged [CONFIRMED L5 sweep]; inlines Catmull-Rom basis (-1,3,-3,1)/(2,-5,4,-1)/(-1,0,1,0)/(0,2,0,0) vs orig DAT_00474bc0 indirection; same >>8 delta + /2 two-step",AGENT,2026-05-24
00442090,EvaluateCubicSpline3D,207,4,FAITHFUL,,td5_camera.c:2566,"port tagged [CONFIRMED byte-faithful]; sar12_rz helper applies orig signed-rounding (x + (x>>31 & 0xFFFu)) >> 12 at 4 sites; matches MSVC /4096 codegen",AGENT,2026-05-24
00442160,InitializeRaceVideoConfiguration,4,5,INTENTIONAL,D3D11_BACKEND,td5_game.c:110,"orig is 4-byte thunk JMP 0x0042a950 to monolithic D3D3 bootstrap; port has no thunk - body split across td5_render_init + per-race init + platform abstraction (FFB/DI8)",AGENT,2026-05-24
00440ab0,StartTrackedVehicleAudio,34,5,FAITHFUL,,td5_sound.c:628,"orig sets 4 globals (active_view_mirror=1,active=1,actor=param,fade_target=0x1000); port lines 630-633 set s_tracked_veh_active_p2/active/actor/fade_target identically",AGENT,2026-05-24
00440ae0,StopTrackedVehicleAudio,19,5,FAITHFUL,,td5_sound.c:642,"orig: if active!=0 then fade_target=0; port lines 644-646 mirror exactly via s_tracked_veh_active/fade_target",AGENT,2026-05-24
00440b00,UpdateVehicleAudioMix,3934,5,INTENTIONAL,M2DX_AUDIO,td5_sound.c:663,"big mixer ported with documented ARCH-DIVERGENCE: M2DX DXSound::Play/Modify/Stop wrapped via slot_play/modify/stop; ambient weather split to td5_sound_update_ambient; core flow + constants preserved",AGENT,2026-05-24
00441a80,LoadVehicleSoundBank,471,4,INTENTIONAL,M2DX_AUDIO,td5_sound.c:395,"port consolidates orig 4x ""99"" array markers into ENGINE_STATE_STOPPED enum + s_siren_refreshed/s_siren_active_flag flag resets (documented ARCH-DIVERGENCE @ line 384); Drive/Rev|Reverb/Horn loads + dup=2 preserved",AGENT,2026-05-24
00441c60,LoadRaceAmbientSoundBuffers,239,5,FAITHFUL,,td5_sound.c:461,"orig loops 19 ambient WAVs into slots 18+i (first 4 looped) then traffic engine variants for actors>6; port matches: TD5_SOUND_AMBIENT_COUNT=19 base slot 18 + traffic variants",AGENT,2026-05-24
